umap1,umap2,cat
8.4802265,4.2834077,Alaskan ultramafic
8.551628,4.4114203,Alaskan ultramafic
8.646105,4.465858,Alaskan ultramafic
8.649886,4.4383655,Alaskan ultramafic
8.473661,4.24908,Alaskan ultramafic
8.452699,4.528261,Alaskan ultramafic
8.449366,4.5324926,Alaskan ultramafic
8.590592,4.5012364,Alaskan ultramafic
8.465127,4.554428,Alaskan ultramafic
8.453086,4.5261574,Alaskan ultramafic
8.473002,4.555373,Alaskan ultramafic
8.533967,4.5663247,Alaskan ultramafic
8.579626,4.4755545,Alaskan ultramafic
8.610229,4.4161463,Alaskan ultramafic
8.598001,4.527402,Alaskan ultramafic
8.639011,4.4475374,Alaskan ultramafic
8.450422,4.246952,Alaskan ultramafic
8.471119,4.2472034,Alaskan ultramafic
8.625559,4.4726214,Alaskan ultramafic
8.456955,4.217057,Alaskan ultramafic
8.471115,4.255563,Alaskan ultramafic
8.498978,4.302542,Alaskan ultramafic
8.445335,4.2068973,Alaskan ultramafic
23.781849,14.43722,Alkali/Lamprophyres
23.816093,14.468588,Alkali/Lamprophyres
23.801723,14.468373,Alkali/Lamprophyres
23.60033,15.865666,Alkali/Lamprophyres
23.321749,16.113602,Alkali/Lamprophyres
23.296993,15.887255,Alkali/Lamprophyres
23.172771,17.24499,Alkali/Lamprophyres
23.280018,16.855854,Alkali/Lamprophyres
22.704098,15.876946,Alkali/Lamprophyres
22.007715,15.554044,Alkali/Lamprophyres
22.718864,18.052889,Alkali/Lamprophyres
22.680525,18.098345,Alkali/Lamprophyres
22.62165,18.228382,Alkali/Lamprophyres
22.774937,18.114454,Alkali/Lamprophyres
22.41096,14.601952,Alkali/Lamprophyres
22.475025,13.8947525,Alkali/Lamprophyres
22.382706,14.071384,Alkali/Lamprophyres
23.70696,15.352339,Alkali/Lamprophyres
23.832878,15.2772875,Alkali/Lamprophyres
22.78363,14.250165,Alkali/Lamprophyres
22.3861,14.026796,Alkali/Lamprophyres
23.53681,15.8084955,Alkali/Lamprophyres
22.348526,14.254951,Alkali/Lamprophyres
22.225101,13.534672,Alkali/Lamprophyres
23.487743,15.849829,Alkali/Lamprophyres
22.300293,13.6961775,Alkali/Lamprophyres
22.20093,13.4321375,Alkali/Lamprophyres
23.511368,15.913368,Alkali/Lamprophyres
22.36636,13.7331915,Alkali/Lamprophyres
21.915892,14.583146,Alkali/Lamprophyres
21.933458,13.725297,Alkali/Lamprophyres
21.684261,16.072168,Alkali/Lamprophyres
21.597824,15.772805,Alkali/Lamprophyres
22.063463,17.289293,Alkali/Lamprophyres
21.587355,15.738635,Alkali/Lamprophyres
23.819921,15.187537,Alkali/Lamprophyres
22.505697,14.159925,Alkali/Lamprophyres
23.84257,15.269197,Alkali/Lamprophyres
22.191668,13.859393,Alkali/Lamprophyres
22.562658,14.178686,Alkali/Lamprophyres
23.898033,15.2224865,Alkali/Lamprophyres
23.790848,15.318464,Alkali/Lamprophyres
22.979359,14.677591,Alkali/Lamprophyres
23.92598,15.168832,Alkali/Lamprophyres
23.730686,15.009412,Alkali/Lamprophyres
23.022818,14.68373,Alkali/Lamprophyres
23.848658,15.208568,Alkali/Lamprophyres
22.45544,14.093976,Alkali/Lamprophyres
23.514038,15.77937,Alkali/Lamprophyres
22.64878,14.233551,Alkali/Lamprophyres
23.144657,16.832613,Alkali/Lamprophyres
21.997204,13.269219,Alkali/Lamprophyres
22.460886,14.076459,Alkali/Lamprophyres
22.454596,14.083363,Alkali/Lamprophyres
22.444952,14.8939495,Alkali/Lamprophyres
21.974028,15.657135,Alkali/Lamprophyres
21.969261,15.816434,Alkali/Lamprophyres
22.279795,14.352388,Alkali/Lamprophyres
22.670313,14.293686,Alkali/Lamprophyres
22.341583,17.506908,Alkali/Lamprophyres
22.680243,17.669285,Alkali/Lamprophyres
22.958181,17.749884,Alkali/Lamprophyres
21.456875,15.1594,Alkali/Lamprophyres
21.62399,15.009489,Alkali/Lamprophyres
21.685364,14.338826,Alkali/Lamprophyres
21.85127,14.695889,Alkali/Lamprophyres
21.795164,13.670778,Alkali/Lamprophyres
22.00989,13.787919,Alkali/Lamprophyres
22.300348,14.478203,Alkali/Lamprophyres
22.152216,17.646921,Alkali/Lamprophyres
21.854507,15.416865,Alkali/Lamprophyres
21.885744,15.754041,Alkali/Lamprophyres
21.862753,16.721,Alkali/Lamprophyres
21.764791,16.103567,Alkali/Lamprophyres
21.880663,15.4694195,Alkali/Lamprophyres
22.082796,13.997033,Alkali/Lamprophyres
21.921114,14.165016,Alkali/Lamprophyres
21.762955,14.97395,Alkali/Lamprophyres
21.704765,13.963824,Alkali/Lamprophyres
22.19817,14.483494,Alkali/Lamprophyres
21.667454,15.2839365,Alkali/Lamprophyres
21.652147,14.829603,Alkali/Lamprophyres
21.63603,14.918193,Alkali/Lamprophyres
21.58805,14.582012,Alkali/Lamprophyres
21.591438,14.863491,Alkali/Lamprophyres
22.408836,14.3108015,Alkali/Lamprophyres
21.96246,15.912577,Alkali/Lamprophyres
22.130066,13.745862,Alkali/Lamprophyres
22.278467,14.927459,Alkali/Lamprophyres
22.505253,14.167715,Alkali/Lamprophyres
23.471785,15.935995,Alkali/Lamprophyres
23.485523,15.83208,Alkali/Lamprophyres
22.108103,13.473929,Alkali/Lamprophyres
21.7298,18.280787,Alkali/Lamprophyres
21.99472,14.738982,Alkali/Lamprophyres
22.484514,14.047771,Alkali/Lamprophyres
22.23203,15.75821,Alkali/Lamprophyres
22.18621,13.647482,Alkali/Lamprophyres
23.503576,16.039047,Alkali/Lamprophyres
22.316368,13.839735,Alkali/Lamprophyres
23.770004,15.118854,Alkali/Lamprophyres
22.385498,14.050349,Alkali/Lamprophyres
22.585047,14.221657,Alkali/Lamprophyres
23.64342,15.570101,Alkali/Lamprophyres
23.793064,15.30867,Alkali/Lamprophyres
23.75426,15.381155,Alkali/Lamprophyres
23.708708,15.396027,Alkali/Lamprophyres
22.27505,14.5092325,Alkali/Lamprophyres
23.235586,15.541454,Alkali/Lamprophyres
22.120905,14.268806,Alkali/Lamprophyres
23.617638,15.629102,Alkali/Lamprophyres
23.573238,15.690624,Alkali/Lamprophyres
21.96926,13.765535,Alkali/Lamprophyres
22.062748,13.735838,Alkali/Lamprophyres
21.86445,13.146157,Alkali/Lamprophyres
21.695133,13.221543,Alkali/Lamprophyres
21.441523,13.337943,Alkali/Lamprophyres
21.377863,13.240031,Alkali/Lamprophyres
22.319344,13.732106,Alkali/Lamprophyres
22.045752,13.313181,Alkali/Lamprophyres
21.86305,13.15843,Alkali/Lamprophyres
21.690977,13.047234,Alkali/Lamprophyres
23.128925,17.538866,Alkali/Lamprophyres
22.884567,14.533731,Alkali/Lamprophyres
23.085945,17.635077,Alkali/Lamprophyres
22.679216,14.246699,Alkali/Lamprophyres
22.573624,17.889969,Alkali/Lamprophyres
22.163399,13.378763,Alkali/Lamprophyres
23.032818,18.10135,Alkali/Lamprophyres
23.099209,18.026644,Alkali/Lamprophyres
21.954487,13.777243,Alkali/Lamprophyres
22.22798,15.6117935,Alkali/Lamprophyres
22.200804,15.653188,Alkali/Lamprophyres
21.674446,13.944359,Alkali/Lamprophyres
22.04567,14.262616,Alkali/Lamprophyres
22.128223,13.479383,Alkali/Lamprophyres
22.078102,13.933365,Alkali/Lamprophyres
22.137745,14.067478,Alkali/Lamprophyres
22.673853,14.191953,Alkali/Lamprophyres
22.184711,13.4656515,Alkali/Lamprophyres
22.334442,13.724076,Alkali/Lamprophyres
21.805374,13.169848,Alkali/Lamprophyres
22.016573,13.298446,Alkali/Lamprophyres
21.809107,12.952779,Alkali/Lamprophyres
21.87483,13.140006,Alkali/Lamprophyres
23.429562,15.847985,Alkali/Lamprophyres
22.969408,14.653471,Alkali/Lamprophyres
23.337736,15.904388,Alkali/Lamprophyres
22.803478,14.400706,Alkali/Lamprophyres
23.391102,15.164733,Alkali/Lamprophyres
22.438389,14.326768,Alkali/Lamprophyres
23.557535,15.128445,Alkali/Lamprophyres
22.422781,13.877983,Alkali/Lamprophyres
-0.93873703,1.8807656,Alkali/Lamprophyres
21.544994,13.127587,Alkali/Lamprophyres
22.165495,14.242557,Alkali/Lamprophyres
21.841785,14.334318,Alkali/Lamprophyres
22.093102,14.211155,Alkali/Lamprophyres
22.175531,14.103873,Alkali/Lamprophyres
21.976692,13.346886,Alkali/Lamprophyres
22.332836,13.695808,Alkali/Lamprophyres
22.117138,13.332217,Alkali/Lamprophyres
21.950201,13.238115,Alkali/Lamprophyres
21.943087,13.15734,Alkali/Lamprophyres
22.168732,14.134132,Alkali/Lamprophyres
22.175627,13.522473,Alkali/Lamprophyres
22.042976,13.3426285,Alkali/Lamprophyres
21.59488,13.122803,Alkali/Lamprophyres
21.581408,13.077232,Alkali/Lamprophyres
21.392725,13.259214,Alkali/Lamprophyres
22.170645,13.520654,Alkali/Lamprophyres
23.842928,15.237495,Alkali/Lamprophyres
23.872171,15.097021,Alkali/Lamprophyres
23.86547,15.128172,Alkali/Lamprophyres
22.042828,15.514824,Alkali/Lamprophyres
23.469643,16.132645,Alkali/Lamprophyres
21.651999,13.311887,Alkali/Lamprophyres
21.606432,13.350449,Alkali/Lamprophyres
21.560036,13.036938,Alkali/Lamprophyres
21.211565,13.254669,Alkali/Lamprophyres
21.083345,13.206677,Alkali/Lamprophyres
22.04104,13.334731,Alkali/Lamprophyres
21.672646,13.005356,Alkali/Lamprophyres
21.51471,13.870259,Alkali/Lamprophyres
21.354439,13.212689,Alkali/Lamprophyres
21.627758,13.004613,Alkali/Lamprophyres
23.54449,15.244061,Alkali/Lamprophyres
22.107098,13.8522625,Alkali/Lamprophyres
21.91294,13.085851,Alkali/Lamprophyres
21.159872,13.294088,Alkali/Lamprophyres
-3.644141,5.493005,Alkali/Lamprophyres
21.133976,13.262326,Alkali/Lamprophyres
21.15406,13.244189,Alkali/Lamprophyres
21.65858,13.4259815,Alkali/Lamprophyres
22.12353,13.3801155,Alkali/Lamprophyres
21.37299,13.182308,Alkali/Lamprophyres
21.555456,13.139447,Alkali/Lamprophyres
22.203846,13.566123,Alkali/Lamprophyres
22.26657,14.654363,Alkali/Lamprophyres
22.305101,14.462789,Alkali/Lamprophyres
22.425117,14.123492,Alkali/Lamprophyres
21.401327,13.252814,Alkali/Lamprophyres
21.363422,13.2358885,Alkali/Lamprophyres
22.204407,13.157661,Alkali/Lamprophyres
21.561285,13.225838,Alkali/Lamprophyres
21.484865,13.239369,Alkali/Lamprophyres
22.125616,13.258261,Alkali/Lamprophyres
