umap1,umap2,cat
17.135479,-0.02298599,Alkali/Lamprophyres
17.701406,0.03537218,Alkali/Lamprophyres
17.29098,-0.312755,Alkali/Lamprophyres
17.071507,0.05720729,Alkali/Lamprophyres
16.980026,0.08928028,Alkali/Lamprophyres
16.337547,0.5973184,Alkali/Lamprophyres
16.422628,0.61134404,Alkali/Lamprophyres
18.524452,-1.7501099,Alkali/Lamprophyres
17.89598,-2.2786918,Alkali/Lamprophyres
18.274565,0.20574585,Alkali/Lamprophyres
18.028637,-0.18021834,Alkali/Lamprophyres
18.032864,-0.053701248,Alkali/Lamprophyres
17.226505,-1.9187212,Alkali/Lamprophyres
17.297596,-1.8119482,Alkali/Lamprophyres
18.079525,-0.45806205,Alkali/Lamprophyres
18.426937,-2.667531,Alkali/Lamprophyres
17.77933,0.0737362,Alkali/Lamprophyres
18.466455,-1.6212295,Alkali/Lamprophyres
18.392288,-2.622885,Alkali/Lamprophyres
17.92251,0.44718942,Alkali/Lamprophyres
17.229662,-2.003746,Alkali/Lamprophyres
17.991795,0.46236533,Alkali/Lamprophyres
16.760174,-1.2791559,Alkali/Lamprophyres
17.344877,0.21725109,Alkali/Lamprophyres
18.35569,-0.21908464,Alkali/Lamprophyres
17.070042,-1.7488225,Alkali/Lamprophyres
16.780659,-1.5209492,Alkali/Lamprophyres
16.890444,-1.5851845,Alkali/Lamprophyres
16.83871,-1.5633724,Alkali/Lamprophyres
18.15186,-0.4744977,Alkali/Lamprophyres
17.129015,-1.6109449,Alkali/Lamprophyres
18.31216,-0.12202822,Alkali/Lamprophyres
16.935047,-1.634622,Alkali/Lamprophyres
17.007368,-1.6120543,Alkali/Lamprophyres
18.340946,-0.21923476,Alkali/Lamprophyres
18.156248,-0.06823313,Alkali/Lamprophyres
18.182281,0.85310036,Alkali/Lamprophyres
17.082579,0.47355118,Alkali/Lamprophyres
16.970592,0.48542196,Alkali/Lamprophyres
16.843987,0.54520124,Alkali/Lamprophyres
18.165764,0.34915048,Alkali/Lamprophyres
18.175926,0.6477588,Alkali/Lamprophyres
18.100834,0.70182073,Alkali/Lamprophyres
17.98664,0.68622977,Alkali/Lamprophyres
17.387417,-2.8512297,Alkali/Lamprophyres
18.319613,-0.3367106,Alkali/Lamprophyres
17.29915,-2.8625267,Alkali/Lamprophyres
18.3634,-0.23319028,Alkali/Lamprophyres
18.193575,-3.578102,Alkali/Lamprophyres
18.373352,-1.343997,Alkali/Lamprophyres
18.098436,-3.5408723,Alkali/Lamprophyres
17.73837,-3.5691323,Alkali/Lamprophyres
17.23704,0.25594792,Alkali/Lamprophyres
17.981663,-0.6415312,Alkali/Lamprophyres
17.98733,-0.82144344,Alkali/Lamprophyres
17.800442,0.2751438,Alkali/Lamprophyres
18.376673,0.15947862,Alkali/Lamprophyres
18.328136,0.4345079,Alkali/Lamprophyres
18.359352,0.48844835,Alkali/Lamprophyres
18.370888,0.23812504,Alkali/Lamprophyres
18.529978,-0.5342891,Alkali/Lamprophyres
18.465912,0.25310326,Alkali/Lamprophyres
18.443407,-0.08000962,Alkali/Lamprophyres
18.084124,0.65665257,Alkali/Lamprophyres
18.268995,0.79877496,Alkali/Lamprophyres
18.077742,0.9593576,Alkali/Lamprophyres
18.063866,0.6853679,Alkali/Lamprophyres
16.95888,-1.5736321,Alkali/Lamprophyres
17.74184,-1.3232412,Alkali/Lamprophyres
17.430891,-2.1520069,Alkali/Lamprophyres
18.28427,-0.9440023,Alkali/Lamprophyres
17.329857,-1.3192109,Alkali/Lamprophyres
18.490627,-0.8298208,Alkali/Lamprophyres
17.334538,-1.2162839,Alkali/Lamprophyres
18.470598,-0.34700632,Alkali/Lamprophyres
0.09819427,10.73457,Alkali/Lamprophyres
17.690012,0.85159993,Alkali/Lamprophyres
18.407154,0.34940255,Alkali/Lamprophyres
18.170284,0.38979274,Alkali/Lamprophyres
18.348434,0.24691638,Alkali/Lamprophyres
18.407629,0.39167318,Alkali/Lamprophyres
18.221825,0.5346951,Alkali/Lamprophyres
18.449068,-0.039732683,Alkali/Lamprophyres
18.246706,0.6981733,Alkali/Lamprophyres
18.22273,0.8012049,Alkali/Lamprophyres
18.335339,-0.12157309,Alkali/Lamprophyres
18.385242,0.33766177,Alkali/Lamprophyres
18.37059,-0.09043636,Alkali/Lamprophyres
18.267448,0.4362382,Alkali/Lamprophyres
18.160692,-0.5046934,Alkali/Lamprophyres
17.284397,0.44505668,Alkali/Lamprophyres
16.799807,0.5523439,Alkali/Lamprophyres
18.401608,-0.20104444,Alkali/Lamprophyres
17.238592,-2.0837398,Alkali/Lamprophyres
16.705032,-1.2074493,Alkali/Lamprophyres
16.767675,-1.2469456,Alkali/Lamprophyres
17.73485,-0.21361247,Alkali/Lamprophyres
17.12779,-2.0600116,Alkali/Lamprophyres
17.89168,0.7716339,Alkali/Lamprophyres
17.917679,0.7462325,Alkali/Lamprophyres
17.629799,1.1415951,Alkali/Lamprophyres
17.189758,0.91551644,Alkali/Lamprophyres
16.68359,0.8726325,Alkali/Lamprophyres
18.226498,0.67581594,Alkali/Lamprophyres
17.972174,1.0496732,Alkali/Lamprophyres
17.071266,0.66443914,Alkali/Lamprophyres
17.297018,0.87806857,Alkali/Lamprophyres
17.539778,1.1522574,Alkali/Lamprophyres
17.3361,-1.2310668,Alkali/Lamprophyres
18.37765,0.40205717,Alkali/Lamprophyres
18.145811,0.967378,Alkali/Lamprophyres
16.615005,0.7112603,Alkali/Lamprophyres
16.551899,0.6181843,Alkali/Lamprophyres
16.60268,0.75878215,Alkali/Lamprophyres
16.634521,0.6807866,Alkali/Lamprophyres
17.157053,0.5555218,Alkali/Lamprophyres
17.81889,0.5627867,Alkali/Lamprophyres
17.86462,0.583107,Alkali/Lamprophyres
17.94418,0.6358905,Alkali/Lamprophyres
